Name,Address,City.State,ZIP,Number.of.Sites,Url,House.district,Senate.district
Walton Ridge Community,"1360 Foxrun Court,","Pontiac, MI",48340,155,https://www.mhvillage.com/parks/16011,53,7
Sylvan Lake,"451 South Telegraph Rd,","Pontiac, MI",48341,80,https://www.mhvillage.com/parks/15170,53,7
Clintonvilla Mobile Home Park,"4851 Clintonville Road,","Clarkston, MI",48346,180,https://www.mhvillage.com/parks/15153,52,23
Independence Woods,"2500 Mann Road,","Clarkston, MI",48346,430,https://www.mhvillage.com/parks/591,52,23
Sashabaw Meadows,"4359 Dogwood Boulevard,","Clarkston, MI",48348,511,https://www.mhvillage.com/parks/200,66,24
Clarkston Lakes,"4260 Dogwood Blvd.,","Clarkston, MI",48348,498,https://www.mhvillage.com/parks/15152,66,24
Springrove,"10771 South Dixie Highway,","Davisburg, MI",48350,424,https://www.mhvillage.com/parks/197,52,23
Hartland Meadows,"13634 W Highland Rd,","Hartland, MI",48353,617,https://www.mhvillage.com/parks/15965,50,22
Highland Greens Estates,"2377 North Milford Road,","Highland, MI",48357,907,https://www.mhvillage.com/parks/15083,51,23
Highland Hills,"1200 West Highland Road,","Highland, MI",48357,306,https://www.mhvillage.com/parks/15082,51,23
Orion Lakes,"47 Bluebird Hill,","Orion, MI",48359,423,https://www.mhvillage.com/parks/15176,54,24
The Woodlands,"1441 W. Romeo Rd.,","Oakland, MI",48363,375,https://www.mhvillage.com/parks/15072,66,24
Hidden Lake Estates,"505 N. Rochester Road,","Leonard, MI",48367,234,https://www.mhvillage.com/parks/15156,66,24
Lake Villa,"182 Parker Lake Drive,","Oxford, MI",48371,850,https://www.mhvillage.com/parks/187,66,24
Lake Villa | Haven Cove,"182 Parker Lake Dr,","Oxford, MI",48371,848,https://www.mhvillage.com/parks/126528,66,24
Parkhurst Estates,"1540 South Lapeer Road,","Oxford, MI",48371,272,https://www.mhvillage.com/parks/205,66,24
Whispering Oaks,"5864 Baldwin Rd,","Oxford, MI",48371,NA,https://www.mhvillage.com/parks/15888,67,24
Old Dutch Farms,"27000 Napier Road,","Novi, MI",48374,317,https://www.mhvillage.com/parks/15305,21,13
Novi Meadows,"26250 Virginia Avenue,","Novi, MI",48374,401,https://www.mhvillage.com/parks/15080,21,13
Highland Hills,"25600 Seeley Road,","Novi, MI",48375,198,https://www.mhvillage.com/parks/15060,21,13
Oakland Glens,"41875 Carousel Street,","Novi, MI",48377,725,https://www.mhvillage.com/parks/15151,49,13
Country Cousin Inc.,"26855 Haggerty Road,","Novi, MI",48377,311,https://www.mhvillage.com/parks/177,21,13
Ridgewood,"3331 Stoneybrook Drive,","Milford, MI",48380,500,https://www.mhvillage.com/parks/15073,51,23
Camp Dearborn,"1700 General Motors Dr,","Milford, MI",48380,NA,https://www.mhvillage.com/parks/16053,51,23
Childs Lake Estates,"4377 Old Plank Road,","Milford, MI",48381,619,https://www.mhvillage.com/parks/176,51,23
Meadow Lake,"3951 Bentwood Circle West,","White Lake, MI",48383,425,https://www.mhvillage.com/parks/15878,51,23
Cedarbrook Estates,"323 Le Grande Boulevard,","White Lake, MI",48383,691,https://www.mhvillage.com/parks/257,51,23
White Lake Trailer Park,"4111 Jackson Boulevard,","White Lake, MI",48383,NA,https://www.mhvillage.com/parks/15179,51,23
White Lake,"1415 Fisk Road,","White Lake, MI",48386,315,https://www.mhvillage.com/parks/15178,51,23
Cranberry Lake,"9620 Highland Road,","White Lake, MI",48386,328,https://www.mhvillage.com/parks/15236,51,23
Pontiac Lake Mobile Village,"8300 Pontiac Lake Road,","White Lake, MI",48386,35,https://www.mhvillage.com/parks/15168,51,23
Fawn Lake Estates,"831 North Pontiac Trail,","Walled Lake, MI",48390,135,https://www.mhvillage.com/parks/15071,49,13
Commerce Ridge,"185 Huntley Drive,","Walled Lake, MI",48390,42,https://www.mhvillage.com/parks/265,49,23
Commerce Meadows,"2400 Meadows Circle Drive,","Wixom, MI",48393,602,https://www.mhvillage.com/parks/15710,51,23
Stratford Villa,"3333 Stratford Villa Way,","Wixom, MI",48393,409,https://www.mhvillage.com/parks/15172,51,23
Huron Bay Resort,"2545 South Lakeshore Drive,","Applegate, MI",48401,60,https://www.mhvillage.com/parks/15950,98,25
Sand Hill Estates,"4063 Bowers Road,","Attica, MI",48412,50,https://www.mhvillage.com/parks/15546,65,26
Misty Meadows,"1723 South Vandyke,","Bad Axe, MI",48413,27,https://www.mhvillage.com/parks/559,98,25
Summerwood Estates,"162 Charlotte Street,","Bad Axe, MI",48413,80,https://www.mhvillage.com/parks/564,98,25
Clarkson Pines Mobile Home Village,"865 South Vandyke Road,","Bad Axe, MI",48413,NA,https://www.mhvillage.com/parks/15810,98,25
Birch Forest Manufactured Housing Community,"1 Big Bear,","Birch Run, MI",48415,103,https://www.mhvillage.com/parks/15326,97,26
Birchwood Farms,"8057 Birchwood Drive,","Birch Run, MI",48415,143,https://www.mhvillage.com/parks/15932,97,26
Birch Run Mobile Home Park,"10670 Dixie Highway,","Birch Run, MI",48415,50,https://www.mhvillage.com/parks/15559,97,26
Mapleview Estates,"7120 Maple View Circle,","Brown City, MI",48416,124,https://www.mhvillage.com/parks/15901,98,25
Neighbors of Parkwood Village,"11324 East Road,","Burt, MI",48417,112,https://www.mhvillage.com/parks/15330,93,26
Maple Run,"2000 Maple Run Boulevard,","Clio, MI",48420,145,https://www.mhvillage.com/parks/15991,97,26
Park Place Adult Community,"200 Eureka Street,","Clio, MI",48420,160,https://www.mhvillage.com/parks/15531,69,26
Montrose Mobile Home Park,"7228 West Farrand Road,","Clio, MI",48420,100,https://www.mhvillage.com/parks/15284,97,26
Pine Forest Home Park,"7105 West Vienna Road,","Clio, MI",48420,NA,https://www.mhvillage.com/parks/15278,69,26
Tradewind Mobile Home Court,"12400 North Saginaw Street,","Clio, MI",48420,NA,https://www.mhvillage.com/parks/15290,97,26
Marathon Meadows,"Le Valley Rd,","Columbiaville, MI",48421,47,https://www.mhvillage.com/parks/128920,67,26
Eagles Landing Estates,"2335 Peck Road,","Croswell, MI",48422,350,https://www.mhvillage.com/parks/15896,98,25
Country Hill Pines,"3997 Peck Road,","Croswell, MI",48422,97,https://www.mhvillage.com/parks/15650,98,25
Croswell Estates Mobile Home Park,"20 Black River Road,","Croswell, MI",48422,46,https://www.mhvillage.com/parks/15645,98,25
Broadview Estates,"4250 North State Road,","Davison, MI",48423,497,https://www.mhvillage.com/parks/289,67,26
Timber Heights,"1168 N. Oak Rd.,","Davison, MI",48423,221,https://www.mhvillage.com/parks/15924,68,26
Old Orchard,"10500 Lapeer Road,","Davison, MI",48423,200,https://www.mhvillage.com/parks/213,68,26
Davison Hills,"11067 East Mount Morris Road,","Davison, MI",48423,103,https://www.mhvillage.com/parks/15756,67,26
Continental Estates,"41 Revere Drive,","Davison, MI",48423,385,https://www.mhvillage.com/parks/15527,68,26
Davison East,"11100 Davison Road,","Davison, MI",48423,190,https://www.mhvillage.com/parks/15368,68,26
Davison Mobile Home Community,"10364 Davison Road,","Davison, MI",48423,NA,https://www.mhvillage.com/parks/15270,68,26
Mc Cormick's Trailer Park,"4011 Lakeview Dr,","Davison, MI",48423,NA,https://www.mhvillage.com/parks/15282,68,26
Deckerville Estates,"2451 Black River Street,","Deckerville, MI",48427,43,https://www.mhvillage.com/parks/15644,98,25
Victoria Meadows,"3750 Nash Lane,","Dryden, MI",48428,130,https://www.mhvillage.com/parks/15963,65,24
Holiday Shores RV Resort,"10915 East Goodall Road,","Durand, MI",48429,615,https://www.mhvillage.com/parks/64592,71,28
Lakeview Estates,"8499 East M-71,","Durand, MI",48429,246,https://www.mhvillage.com/parks/327,71,28
Leisure Lake,"10001 East Goodall Road,","Durand, MI",48429,425,https://www.mhvillage.com/parks/15990,71,28
Country Manor,"5649 Vernon Road,","Durand, MI",48429,44,https://www.mhvillage.com/parks/377,71,28
Alan's Park,"11785 Lansing Road,","Durand, MI",48429,32,https://www.mhvillage.com/parks/374,71,28
Van's Mobile Home Park,"9720 East Lansing Road,","Durand, MI",48429,NA,https://www.mhvillage.com/parks/15407,71,28
Cider Mill Crossings,"9900 Townsquare Boulevard,","Fenton, MI",48430,327,https://www.mhvillage.com/parks/34419,50,22
Tyrone Woods Manufactured Home Community,"8378 Hogan Rd,","Fenton, MI",48430,403,https://www.mhvillage.com/parks/67222,72,22
East Bay,"11429 Harbor Cove Dr.,","Fenton, MI",48430,80,https://www.mhvillage.com/parks/15898,72,22
Loon Lake,"11429 Harbor Cove,","Fenton, MI",48430,46,https://www.mhvillage.com/parks/15274,72,22
Lake Fenton Estates,"11429 Harbor Cove Drive,","Fenton, MI",48430,135,https://www.mhvillage.com/parks/37972,72,22
Fenton Oaks,"16423 South Jennings Road,","Fenton, MI",48430,203,https://www.mhvillage.com/parks/15966,72,22
Lake Ponemah Mobile Home Park,"14214 Eastview Drive,","Fenton, MI",48430,61,https://www.mhvillage.com/parks/15279,72,22
Flushing Estates,"7416 Gillette Road,","Flushing, MI",48433,279,https://www.mhvillage.com/parks/313,69,27
Flushing Mobile Court,"320 Highlane Drive,","Flushing, MI",48433,59,https://www.mhvillage.com/parks/15272,69,27
Meadowbrook Manor Estates,"7280 West Mt. Morris Road,","Flushing, MI",48433,401,https://www.mhvillage.com/parks/300,69,27
Grand Blanc Crossing,"8225 Embury Road,","Grand Blanc, MI",48439,478,https://www.mhvillage.com/parks/15910,68,27
Huron Estates Mobile Home Village,"163 Nelson Street,","Harbor Beach, MI",48441,50,https://www.mhvillage.com/parks/15811,98,25
Oak Hill Estates,"16971 Sleepy Hollow Blvd,","Holly, MI",48442,504,https://www.mhvillage.com/parks/262,52,23
Hawaiian Gardens/Holly Village,"4261 Grange Hall Road Site 1B,","Holly, MI",48442,233,https://www.mhvillage.com/parks/15549,72,22
Holly Hills,"16181 Lancaster Way,","Holly, MI",48442,313,https://www.mhvillage.com/parks/29988,72,22
Groveland Manor,"13318 South Dixie Highway,","Holly, MI",48442,186,https://www.mhvillage.com/parks/15155,68,24
Holly Mobile Home Village,"4041 Grange Hall Rd,","Holly, MI",48442,425,https://www.mhvillage.com/parks/15157,72,22
Maple Grove Estates,"2070 South Almont Road,","Imlay City, MI",48444,210,https://www.mhvillage.com/parks/15916,65,26
Garner Drive Mobile Home Park,"Garner Drive,","Imlay City, MI",48444,18,https://www.mhvillage.com/parks/15545,65,26
Pine Lakes Mobile Home Park,"110 Pine Lakes Drive,","Lapeer, MI",48446,163,https://www.mhvillage.com/parks/15993,67,26
Hunters Creek,"725 Demille Road,","Lapeer, MI",48446,402,https://www.mhvillage.com/parks/15872,67,26
River Ridge,"25 Pine Ridge Drive,","Lapeer, MI",48446,215,https://www.mhvillage.com/parks/31689,67,26
Crestview Manor,"1485 Ridgeview Drive,","Lapeer, MI",48446,200,https://www.mhvillage.com/parks/15542,67,26
Lapeer Meadows,"1265 Farnsworth Road,","Lapeer, MI",48446,228,https://www.mhvillage.com/parks/15544,67,26
Neighbors of Lapeer,"606 North Saginaw Street,","Lapeer, MI",48446,NA,https://www.mhvillage.com/parks/129176,67,26
Swartz Creek Meadows,"4101 Sheridan Road,","Lennon, MI",48449,584,https://www.mhvillage.com/parks/359,69,27
Lakeview Manufactured Home Community,"5767 Main Street,","Lexington, MI",48450,45,https://www.mhvillage.com/parks/15646,98,25
Lexington North Shore Mobile Home Community,"5203 Main Street,","Lexington, MI",48450,228,https://www.mhvillage.com/parks/15647,98,25
Sandpiper Estates Co-op,"6103 Lakeshore Road,","Lexington, MI",48450,90,https://www.mhvillage.com/parks/15649,64,25
Pine Ridge,"9348 Silver Lake Road,","Linden, MI",48451,195,https://www.mhvillage.com/parks/15741,71,22
North Bay Harbor Club,"9348 Silver Lake Road,","Linden, MI",48451,94,https://www.mhvillage.com/parks/15915,72,22
Shiawassee Shores,"1515 West Rolston Road,","Linden, MI",48451,278,https://www.mhvillage.com/parks/15747,72,22
South Gate Mobile Home Park,"5409 Dooleey Dr Linden Mi 48451,","Linden, MI",48451,NA,https://www.mhvillage.com/parks/106668,72,22
Pine Terrace Estates,"2236 Van Dyke Road,","Marlette, MI",48453,56,https://www.mhvillage.com/parks/15651,98,25
Marlette Subdivision,"Lilac Dr,","Marlette, MI",48453,NA,https://www.mhvillage.com/parks/16045,98,25
Ideal Villa MHC,"3660 South Lapeer Road,","Metamora, MI",48455,168,https://www.mhvillage.com/parks/15302,67,24
Marshall's Crossing,"12050 Trident Boulevard,","Montrose, MI",48457,200,https://www.mhvillage.com/parks/16009,97,26
Riverside Crossing,"10186 West Farrand Road,","Montrose, MI",48457,142,https://www.mhvillage.com/parks/15372,97,26
Highlands Estates,"2197 East Mount Morris Road,","Mount Morris, MI",48458,635,https://www.mhvillage.com/parks/15370,67,26
Camelot Villa,"8300 Coventry Boulevard,","Mount Morris, MI",48458,260,https://www.mhvillage.com/parks/15367,67,26
Mount Morris Mobile Home Park,"2198 East Mount Morris Road,","Mount Morris, MI",48458,391,https://www.mhvillage.com/parks/15316,69,27
North Morris Estates,"9098 North Saginaw Road,","Mount Morris, MI",48458,598,https://www.mhvillage.com/parks/15308,67,26
South Creek MHP,"9120 Vienna Drive,","Mount Morris, MI",48458,380,https://www.mhvillage.com/parks/353,69,26
White Oak,"4084 West Stanley Road,","Mount Morris, MI",48458,479,https://www.mhvillage.com/parks/357,69,27
Diane Mobile Home Manor,"6261 North Saginaw Street,","Mount Morris, MI",48458,189,https://www.mhvillage.com/parks/15313,69,27
North Dort Manor,"8500 North Dort Highway,","Mount Morris, MI",48458,57,https://www.mhvillage.com/parks/15287,67,26
Gunther Mobile Home Court,"6136 N Dort Highway,","Mount Morris, MI",48458,172,https://www.mhvillage.com/parks/317,67,26
Deerfield Pines,"82 Deerfield Pines Drive,","North Branch, MI",48461,122,https://www.mhvillage.com/parks/15929,67,26
North Branch Meadows,"6800 Lydia Boulevard,","North Branch, MI",48461,127,https://www.mhvillage.com/parks/16007,98,26
Orchard Cove LLC,"201 Orchard Cove Drive,","Otisville, MI",48463,117,https://www.mhvillage.com/parks/15978,67,26
Port Austin Estates,"M 25 & Larned Road Box 250,","Port Austin, MI",48467,36,https://www.mhvillage.com/parks/15814,98,25
Mel-O-Day Acres Mobile Home Park,"3193 Port Austin Road,","Port Austin, MI",48467,40,https://www.mhvillage.com/parks/15807,98,25
Whalen's Grindstone Park,"3373 Pointe Aux Barques,","Port Austin, MI",48467,34,https://www.mhvillage.com/parks/16049,98,25
Oak Grove,"3341 Port Austin Road,","Port Austin, MI",48467,NA,https://www.mhvillage.com/parks/54393,98,25
Huron Shores Estates,"144 Shoreline East,","Port Sanilac, MI",48469,189,https://www.mhvillage.com/parks/15584,98,25
Sunset Mobile Home Park,"854 West Sanilac Road,","Sandusky, MI",48471,105,https://www.mhvillage.com/parks/15648,98,25
Swartz Creek Estates,"73 Ashley Circle,","Swartz Creek, MI",48473,176,https://www.mhvillage.com/parks/15998,69,27
South Valley Estates,"37 Bellwood Drive,","Swartz Creek, MI",48473,116,https://www.mhvillage.com/parks/437,69,27
Silver Creek Village,"5100 S Elms Rd,","Swartz Creek, MI",48473,109,https://www.mhvillage.com/parks/585,71,27
Estates Of Genesee Valley,"4385 South Elms Road,","Swartz Creek, MI",48473,180,https://www.mhvillage.com/parks/15318,69,27
Eagle Pointe Creek,"4385 South Elms,","Swartz Creek, MI",48473,NA,https://www.mhvillage.com/parks/106658,69,27
Birchwood Meadows,"4155 W Carpenter Rd,","Flint, MI",48504,90,https://www.mhvillage.com/parks/16013,69,27
Vineyard Village,"2486 Beverly Boulevard,","Flint, MI",48504,150,https://www.mhvillage.com/parks/15887,69,27
Westwood Heights,"4135 Dolan Drive,","Flint, MI",48504,216,https://www.mhvillage.com/parks/15374,69,27
Westwood Village Mobile Home Park,"G-3365 West Pasadena Avenue,","Flint, MI",48504,152,https://www.mhvillage.com/parks/15375,70,27
Myrtle Grove Mobile Home Park,"3073 W Dayton St,","Flint, MI",48504,99,https://www.mhvillage.com/parks/15286,69,27
Heather Hill Estates,"4152 Corunna Road,","Flint, MI",48504,97,https://www.mhvillage.com/parks/15285,70,27
Birchwood MHP,"100 Elm Tree Drive,","Flint, MI",48504,NA,https://www.mhvillage.com/parks/126766,69,27
Genesee Forest Estates,"1806 Webster Road,","Flint, MI",48505,251,https://www.mhvillage.com/parks/15275,70,27
Pineview Estates,"6152 N. Genesee Rd.,","Flint, MI",48506,1011,https://www.mhvillage.com/parks/15742,67,26
Indian Hills Manor,"6328 North Genesee Road,","Flint, MI",48506,429,https://www.mhvillage.com/parks/351,67,26
Fisherman's Cove,"4441 Jena Lane,","Flint, MI",48507,162,https://www.mhvillage.com/parks/15532,70,27
Linden Place,"4192 Linden Road,","Flint, MI",48507,162,https://www.mhvillage.com/parks/15333,69,27
Cranberry Estates,"1549 East Atherton Road,","Flint, MI",48507,188,https://www.mhvillage.com/parks/15342,70,27
Hi-Way Mobile Homes,"G-5182 South Dort Highway,","Flint, MI",48507,56,https://www.mhvillage.com/parks/292,72,27
Parkwood Mobile Home Park,"3120 Chari Drive,","Grand Blanc, MI",48507,247,https://www.mhvillage.com/parks/435,72,27
Torrey Hills,"5406 Torrey Road,","Flint, MI",48507,377,https://www.mhvillage.com/parks/15530,72,27
Tudor Estates,"1330 Maple Road,","Flint, MI",48507,302,https://www.mhvillage.com/parks/15529,70,27
Villa Estates,"3096 Camelot Drive,","Flint, MI",48507,319,https://www.mhvillage.com/parks/15267,70,27
Dort Village Mobile Home Park,"2501 Lippincott Boulevard,","Flint, MI",48507,137,https://www.mhvillage.com/parks/15314,70,27
Westhaven Mobile Court,"3251 Torrey Road,","Flint, MI",48507,77,https://www.mhvillage.com/parks/15292,70,27
Carriage Manor,"2211 South Dort Highway,","Flint, MI",48507,NA,https://www.mhvillage.com/parks/15269,70,27
Centennial Farms,"6401 Court Street,","Burton, MI",48509,390,https://www.mhvillage.com/parks/15953,68,26
Villa Grande Estates,"4403 1/2 Davison Road,","Burton, MI",48509,50,https://www.mhvillage.com/parks/15291,68,26
Creek Wood,"3440 Creekside Boulevard,","Burton, MI",48519,336,https://www.mhvillage.com/parks/15970,68,27
Green Briar Community,"4070 Green Briar Boulevard,","Burton, MI",48529,345,https://www.mhvillage.com/parks/15968,70,27
Maple Grove Mobile Home Park,"4493 Fenton Road,","Burton, MI",48529,102,https://www.mhvillage.com/parks/15283,70,27
Twin Meadows Mobile Home Park,"1021 East Scottwood,","Burton, MI",48529,53,https://www.mhvillage.com/parks/294,70,27
Delta Mobile Home Park,"G-4071 Fenton Road,","Burton, MI",48529,NA,https://www.mhvillage.com/parks/15281,70,27
Pheasant Run Mobile Home Park,"1587 Pheasant Run Drive,","Flint, MI",48532,157,https://www.mhvillage.com/parks/15371,69,27
Riverside Mobile Home Park,"2155 Mill Road,","Flint, MI",48532,NA,https://www.mhvillage.com/parks/33949,69,27
Robin Glen,"5720 East Washington Road,","Saginaw, MI",48601,505,https://www.mhvillage.com/parks/15551,97,35
Saginaw Mobile Home Community,"5655 Dixie Highway,","Saginaw, MI",48601,59,https://www.mhvillage.com/parks/15556,94,26
Saginaw Villas,"4141 Dixie Highway,","Saginaw, MI",48601,469,https://www.mhvillage.com/parks/15328,94,35
Bridgeport Mobile Home Park,"5948 Dixie Highway,","Saginaw, MI",48601,NA,https://www.mhvillage.com/parks/15557,94,26
Lawndale Estates,"4509 Longmeadow Blvd W,","Saginaw, MI",48603,667,https://www.mhvillage.com/parks/15331,93,35
Lakeview Estates on Lawndale,"4231 Lawndale Road,","Saginaw, MI",48603,122,https://www.mhvillage.com/parks/43135,93,35
Saginaw Valley Mobile Home Park,"6160 Davis Road,","Saginaw, MI",48604,179,https://www.mhvillage.com/parks/15553,97,35
Edgewood Village Mobile Home Community,"1490 South Graham Road,","Saginaw, MI",48609,198,https://www.mhvillage.com/parks/15892,93,26
Thomas Crossings,"1723 Cranberry Lake Cir,","Saginaw, MI",48609,43,https://www.mhvillage.com/parks/103519,93,26
Kris Kay Mobile Home Park,"1800 Graham Road,","Saginaw, MI",48609,302,https://www.mhvillage.com/parks/15332,93,26
O & M Mobile Home Park,"1090 Michigan 76,","Alger, MI",48610,40,https://www.mhvillage.com/parks/15616,99,36
Lakefront Estates,"385 West Brown Street,","Beaverton, MI",48612,68,https://www.mhvillage.com/parks/483,95,34
Pleasant Beach Mobile Home Resort,"4991 Wixom Road,","Beaverton, MI",48612,101,https://www.mhvillage.com/parks/15582,95,34
Breckenridge Mobile Home Park,"452 Elm Street,","Breckenridge, MI",48615,46,https://www.mhvillage.com/parks/15658,93,34
Stoddard Mobile Court,"16940 South Oakley Road,","Chesaning, MI",48616,125,https://www.mhvillage.com/parks/15327,71,34
Evergreen Trailer Park,"614 Owosso Street,","Chesaning, MI",48616,NA,https://www.mhvillage.com/parks/15552,71,26
Luke's Trailer Park,"705 S Rainbow Dr,","Clare, MI",48617,NA,https://www.mhvillage.com/parks/15607,100,34
Ruby's Mobile Home Park,"10600 South Clare Avenue,","Clare, MI",48617,NA,https://www.mhvillage.com/parks/15609,100,34
Pleasant Valley Mobile Home Park,"600 West 5th Street,","Clare, MI",48617,NA,https://www.mhvillage.com/parks/15608,100,34
Coleman Mobile Home Park,"330 South 3rd Street,","Coleman, MI",48618,58,https://www.mhvillage.com/parks/15381,95,34
Wixom Waters,"Po Box 222,","Edenville, MI",48620,51,https://www.mhvillage.com/parks/16041,95,34
Meadows of Farwell,"551 Grace Street,","Farwell, MI",48622,68,https://www.mhvillage.com/parks/15603,100,34
Beech Tree Estates,"7413 North Nottawa Road,","Farwell, MI",48622,NA,https://www.mhvillage.com/parks/16044,92,34
Falconview Estates,"9645 Meadowlark,","Freeland, MI",48623,179,https://www.mhvillage.com/parks/15952,97,35
Freeland MHC,"10340 Midland Road,","Freeland, MI",48623,122,https://www.mhvillage.com/parks/593,97,35
Lakeshore Village,"4061 Lakeshore Drive,","Gladwin, MI",48624,29,https://www.mhvillage.com/parks/15612,99,34
Greenbriar Village,"1305 North Springs Street,","Gladwin, MI",48624,69,https://www.mhvillage.com/parks/15611,99,34
Riverview Mobile Park,"2577 Lake Shore Drive,","Gladwin, MI",48624,48,https://www.mhvillage.com/parks/15613,99,34
Gladwin Village,"805 North Bowery Avenue,","Gladwin, MI",48624,NA,https://www.mhvillage.com/parks/15614,99,34
Key Mobile Home Court,"221 North Lakeview Drive,","Gladwin, MI",48624,NA,https://www.mhvillage.com/parks/15615,99,34
Cedar Shores,"5916 Cedar Shores,","Harrison, MI",48625,NA,https://www.mhvillage.com/parks/16059,100,34
Hidden Hill Family Campground,"300 North Clare,","Harrison, MI",48625,55,https://www.mhvillage.com/parks/15727,100,34
Harrison Estates,"2600 Mostetler Road,","Harrison, MI",48625,50,https://www.mhvillage.com/parks/15606,100,34
Parkers Trailer Park,"3100 Long Lake Road,","Harrison, MI",48625,NA,https://www.mhvillage.com/parks/15604,100,34
Withii Trailer Park,"1820 Hampton Road,","Harrison, MI",48625,NA,https://www.mhvillage.com/parks/15610,100,34
Pleasant Valley Estates,"16105 Doyle Road,","Hemlock, MI",48626,220,https://www.mhvillage.com/parks/15329,93,26
Higgins Lake Hide-a-way Mobile Home Park,"6059 West Higgins Lake Drive,","Higgins Lake, MI",48627,NA,https://www.mhvillage.com/parks/15857,105,36
"Park ""24"" Inc.","109 Prudence,","Higgins Lake, MI",48627,NA,https://www.mhvillage.com/parks/15859,105,36
Sandy Oaks Resort,"2757 Owens Dr,","Houghton Lake, MI",48629,227,https://www.mhvillage.com/parks/105535,105,36
Whispering Oaks Mobile Home Park,"3517 West Houghton Lake Drive,","Houghton Lake, MI",48629,26,https://www.mhvillage.com/parks/15862,105,36
Mounds Mobile Home Park,"130 Mounds Trail,","Houghton Lake, MI",48629,NA,https://www.mhvillage.com/parks/54551,105,36
North Shore Trailer Park,"8687 East Houghton Lake Road,","Houghton Lake, MI",48629,NA,https://www.mhvillage.com/parks/15865,105,36
Poplar's Resort,"10360 West Shore Dr,","Houghton Lake, MI",48629,NA,https://www.mhvillage.com/parks/15669,105,36
White Birch Estates,"2421 E. Birch Dr.,","Kawkawlin, MI",48631,249,https://www.mhvillage.com/parks/15357,96,35
Pines Trailer Park,"2080 South Huron Road,","Kawkawlin, MI",48631,29,https://www.mhvillage.com/parks/15452,96,35
Sandy Shores Resort,"2221 Grass Lake Ave,","Lake, MI",48632,330,https://www.mhvillage.com/parks/129134,100,34
Loomis Resort,"10585 Rock Road,","Lake, MI",48632,NA,https://www.mhvillage.com/parks/15605,100,34
Linwood Mobile Home Park,"1815 Pamela Drive,","Linwood, MI",48634,NA,https://www.mhvillage.com/parks/15454,96,35
Midland MHP,"47 North Meridian Road,","Midland, MI",48640,63,https://www.mhvillage.com/parks/361,95,34
"Evergreen Whispering Pines MHP, LLC","227 W. Olson Road,","Midland, MI",48640,105,https://www.mhvillage.com/parks/42428,95,34
Woodview Mobile Home Park,"257 West Olson Road,","Midland, MI",48640,NA,https://www.mhvillage.com/parks/338,95,34
Alpine Village,"3601 Alpine Drive,","Midland, MI",48642,283,https://www.mhvillage.com/parks/15379,95,35
Arlington Manor,"222 Rockwell Dr,","Midland, MI",48642,100,https://www.mhvillage.com/parks/15378,95,35
Oakside MHC,"2752 West North Union Road,","Midland, MI",48642,142,https://www.mhvillage.com/parks/409,97,35
Victoria Woods,"2574 West Midland Road,","Midland, MI",48642,53,https://www.mhvillage.com/parks/15450,97,35
Maple Grove Village,"400 Kuipers Drive,","Midland, MI",48642,140,https://www.mhvillage.com/parks/15340,95,35
Rumbaugh Estates,"1404 Rumbaugh,","Midland, MI",48642,59,https://www.mhvillage.com/parks/362,95,35
Science City,"3823 Bay City Road,","Midland, MI",48642,171,https://www.mhvillage.com/parks/337,95,35
Whispering Pines Trailer Park,"236 South Mount Tom Road,","Mio, MI",48647,NA,https://www.mhvillage.com/parks/15850,105,36
Neighbors of Westgate Trails,"4260 Lawrence,","Pinconning, MI",48650,50,https://www.mhvillage.com/parks/15448,99,36
Denton Township Trailer Park,"808 Lake Street,","Prudenville, MI",48651,59,https://www.mhvillage.com/parks/15864,105,36
Lakeview Mobile Home Park,"454 East Houghton Lake Drive,","Prudenville, MI",48651,49,https://www.mhvillage.com/parks/15858,105,36
Higgins Lake East Campground and Mobile Home Park,"2380 West Burdell Road,","Roscommon, MI",48653,NA,https://www.mhvillage.com/parks/15860,105,36
Wagon Wheel Estates,"2720 West Higgins Lake Road,","Roscommon, MI",48653,NA,https://www.mhvillage.com/parks/15863,105,36
City Of Rose City Trailer Park,"310 North Williams Street,","Rose City, MI",48654,NA,https://www.mhvillage.com/parks/15847,99,36
Shady Lane Trailer Court,"9671 Airport Road,","Saint Helen, MI",48656,NA,https://www.mhvillage.com/parks/15861,105,36
Old Oak Trails Estates,"1661 North Old Oak Trail,","Sanford, MI",48657,203,https://www.mhvillage.com/parks/15955,95,35
Stolkholm Forest Village,"800 West Mier Road,","Sanford, MI",48657,121,https://www.mhvillage.com/parks/15380,95,34
Lakeview Trailer Park,"320 Cedar Street,","Sanford, MI",48657,18,https://www.mhvillage.com/parks/15382,95,34
Twin Pines Mobile Home Park,"1766 Rau Road,","West Branch, MI",48661,30,https://www.mhvillage.com/parks/15849,99,36
Country Village Estates,"2522 Woodlawn Drive,","West Branch, MI",48661,53,https://www.mhvillage.com/parks/15848,99,36
Au Gres Harbor Mobile Court,"330 South Main Street,","Au Gres, MI",48703,NA,https://www.mhvillage.com/parks/15617,99,36
Westwood Village,"2904 Stratford,","Bay City, MI",48706,240,https://www.mhvillage.com/parks/349,96,35
Westshore Estates,"3201 South Euclid Avenue,","Bay City, MI",48706,110,https://www.mhvillage.com/parks/15356,96,35
Alpine Village Mobile Home Park,"2959 East Alpine Boulevard,","Bay City, MI",48706,120,https://www.mhvillage.com/parks/15457,96,35
