Name,Address,City.State,ZIP,Number.of.Sites,Url,House.district,Senate.district
Village Court,"2300 Papin Street,","Ossineke, MI",49766,NA,https://www.mhvillage.com/parks/15760,106,36
Bay Shore Estates Mobile Home Park,"7463 Old Us Highway 31, Lot 24,","Petoskey, MI",49770,83,https://www.mhvillage.com/parks/15795,107,37
Petoskey KOA,"1800 North Us 31,","Petoskey, MI",49770,NA,https://www.mhvillage.com/parks/105759,107,37
Radio City Village,"1121 Lears Road,","Petoskey, MI",49770,44,https://www.mhvillage.com/parks/15793,107,37
Chalet Estates,"5669 Pickerel Lake Road,","Petoskey, MI",49770,41,https://www.mhvillage.com/parks/15794,107,37
Sun Outdoors Petoskey Bay Harbor,"5505 Charlevoix Avenue,","Petoskey, MI",49770,78,https://www.mhvillage.com/parks/126054,107,37
Presque Isle Estates,"1605 Morley Drive,","Rogers City, MI",49779,NA,https://www.mhvillage.com/parks/575,106,36
Highland Hills,"398 Second Street,","Saint Ignace, MI",49781,35,https://www.mhvillage.com/parks/15825,107,37
Lake Superior Estates,"102 East 25th Avenue,","Sault Sainte Marie, MI",49783,225,https://www.mhvillage.com/parks/15780,107,37
Blair Hastings Park Lake Superior State,"1000 College Drive,","Sault Sainte Marie, MI",49783,NA,https://www.mhvillage.com/parks/15779,107,37
L & M Trailer Court,"1804 West 18th Street,","Sault Sainte Marie, MI",49783,133,https://www.mhvillage.com/parks/550,107,37
Riverside Mobile Home Village,"2210 Riverside Drive,","Sault Sainte Marie, MI",49783,60,https://www.mhvillage.com/parks/15777,107,37
Fornicola Trailer Park,"2501 Ashmun Street,","Sault Sainte Marie, MI",49783,NA,https://www.mhvillage.com/parks/15778,107,37
Sunset Estates of Gaylord LLC,"7346 Old 27 Hwy South,","Vanderbilt, MI",49795,20,https://www.mhvillage.com/parks/15853,105,36
White Birch Village,"W8065 S Us Hwy 2/141,","Iron Mountain, MI",49801,249,https://www.mhvillage.com/parks/15789,110,38
Park Ridge,"1300 Michigan Avenue, Office,","Iron Mountain, MI",49801,94,https://www.mhvillage.com/parks/15791,110,38
Rivers Bend Mobile Park,"N3905 Pine Mountain Rd,","Iron Mountain, MI",49801,51,https://www.mhvillage.com/parks/15792,110,38
Woodland Estates,"1600 South 30th Street,","Escanaba, MI",49829,226,https://www.mhvillage.com/parks/15784,108,38
Fair View Estates,"1401 North 23rd Street,","Escanaba, MI",49829,NA,https://www.mhvillage.com/parks/15785,108,38
Brier's Mobile Home Court,"8467 P5 Road,","Gladstone, MI",49837,10,https://www.mhvillage.com/parks/556,108,38
Oak Bluff Estates,"2722 South Hill Road,","Gladstone, MI",49837,175,https://www.mhvillage.com/parks/15908,108,38
Whispering Pines Mobile Home Park,"8741 0.8 Lane,","Gladstone, MI",49837,NA,https://www.mhvillage.com/parks/15787,108,38
Lake Bluff Retirement Village,"401 Kenneally Blvd.,","Gladstone, MI",49837,NA,https://www.mhvillage.com/parks/100639,108,38
NorthernAir Mobile Estates,"642 South Mackinac Lane,","Gwinn, MI",49841,150,https://www.mhvillage.com/parks/15841,109,38
553 Mobile Estates,"Box 100 Star Route,","Gwinn, MI",49841,NA,https://www.mhvillage.com/parks/15828,109,38
Forest Lane Mobile Park,"3310 County Road 496,","Ishpeming, MI",49849,20,https://www.mhvillage.com/parks/15837,109,38
Sunnyside & Forest Lane MHC,"728 N. Lake Dr,","Ishpeming, MI",49849,134,https://www.mhvillage.com/parks/15840,109,38
Pioneer Village,"777 Pioneer Road, Site 169,","Marquette, MI",49855,90,https://www.mhvillage.com/parks/15829,109,38
Silver Creek Estates,"627 Willow Road,","Marquette, MI",49855,90,https://www.mhvillage.com/parks/15832,109,38
"Neighbors of Birchgrove, LLC","500 Pioneer Road,","Marquette, MI",49855,80,https://www.mhvillage.com/parks/15838,109,38
Pine Acres Trailer Court,"3000 Us 41 South,","Marquette, MI",49855,NA,https://www.mhvillage.com/parks/15830,109,38
Bayside Mobile Estates,"3400 - 10th Street,","Menominee, MI",49858,97,https://www.mhvillage.com/parks/15843,108,38
Cedar Ridge Mobile Home Park,"5000 13th Street,","Menominee, MI",49858,75,https://www.mhvillage.com/parks/15845,108,38
Island View Estates,"801 Prospect Street,","Munising, MI",49862,37,https://www.mhvillage.com/parks/15753,109,38
US 41 Trailer Court,"140 Midway Drive,","Negaunee, MI",49866,NA,https://www.mhvillage.com/parks/15833,109,38
Great Northern Mobile Home Park,"M-28 Highway,","Newberry, MI",49868,NA,https://www.mhvillage.com/parks/15824,109,38
Whitefish Hill Trailer Court,"8455 Us Highway 2,","Rapid River, MI",49878,NA,https://www.mhvillage.com/parks/15786,108,38
Fob's Shady Acres,"1501 Us 2 West,","Crystal Falls, MI",49920,NA,https://www.mhvillage.com/parks/571,110,38
Beachview Mobile Court,"1845 Jasberg Street,","Hancock, MI",49930,20,https://www.mhvillage.com/parks/15804,110,38
Birch Grove,"400 Elevation St,","Hancock, MI",49930,31,https://www.mhvillage.com/parks/65356,110,38
Hiawatha Country Estates,"220 Hiawatha Drive,","Iron River, MI",49935,NA,https://www.mhvillage.com/parks/15820,110,38
Cloverland Mobile Home Park,"601 Garvey Street,","Ironwood, MI",49938,NA,https://www.mhvillage.com/parks/15801,110,38
Ironwood Estates Mobile Home Community,"N10356 Lake Rd,","Ironwood, MI",49938,NA,https://www.mhvillage.com/parks/111034,110,38
L'anse Mobile Home Court,"99 Kelly Street,","L Anse, MI",49946,40,https://www.mhvillage.com/parks/15763,109,38
Kristella's Mobile Home Park,"402 Sunday Lake,","Wakefield, MI",49968,NA,https://www.mhvillage.com/parks/15800,110,38
Pipers Mobile Village,"Trailer Court Road,","White Pine, MI",49971,NA,https://www.mhvillage.com/parks/573,110,38
